TransactionID,Date,Time,DayOfWeek,MonthName,ItemSold,QuantitySold,MetalType,Weight,Cost,Profit,DiscountApplied,SalePrice,ProfitMarginPercentage,PaymentMethod,CustomerID,Age,Gender,SalesAssociate
TRX000377,2024-01-23,14:12:47,Tuesday,January,Pendant,1,Silver,2.49,2.12,6.35,0.33,6.01,183.490566,Card,CUST00481,45,Female,Chilli
TRX000378,2024-01-23,09:07:43,Tuesday,January,Necklace,1,Silver,11.24,9.55,28.65,1.57,27.08,183.560209,Cash,CUST00427,38,"Prefer not to say",Olivia
TRX000379,2024-01-23,09:39:59,Tuesday,January,Chain,1,"24kt Gold",27.76,2043.15,3064.72,153.55,2911.17,42.484399,Cash,CUST00316,24,Non-binary,Habib
TRX000380,2024-01-24,12:43:03,Wednesday,January,Earrings,1,Silver,2.25,1.91,5.74,0.35,5.39,182.198953,Card,CUST00311,21,Male,Olivia
TRX000381,2024-01-24,15:50:29,Wednesday,January,Earrings,2,Silver,2.04,1.74,5.21,0.30,9.82,464.367816,Cash,CUST00409,30,"Prefer not to say",Habib
TRX000382,2024-01-24,13:01:23,Wednesday,January,Ring,1,Silver,3.10,2.63,7.89,0.41,7.48,184.410646,Cash,CUST00433,31,"Prefer not to say",Joseph
TRX000383,2024-01-24,13:27:30,Wednesday,January,Bracelet,1,"22kt Gold",24.80,1671.68,2507.52,185.58,2321.93,38.897995,Card,CUST00434,33,Female,Joseph
TRX000384,2024-01-25,17:56:46,Thursday,January,Pendant,1,Silver,2.41,2.04,6.13,0.13,6.01,194.607843,Card,CUST00159,38,Non-binary,Joseph
TRX000385,2024-01-25,11:06:20,Thursday,January,Earrings,1,Silver,2.70,2.29,6.88,0.28,6.60,188.209607,Card,CUST00422,65,Male,Olivia
TRX000386,2024-01-25,09:20:26,Thursday,January,Chain,1,Silver,20.53,17.45,52.36,3.87,48.49,177.879656,Cash,CUST00298,36,Female,Joseph
TRX000387,2024-01-25,15:31:30,Thursday,January,Earrings,1,Silver,2.40,2.04,6.13,0.16,5.97,192.647059,Card,CUST00282,29,Male,Olivia
TRX000388,2024-01-25,15:16:55,Thursday,January,Necklace,3,Silver,14.20,12.07,36.21,1.29,104.74,767.771334,Cash,CUST00014,44,Female,Chilli
TRX000389,2024-01-25,10:50:54,Thursday,January,Ring,1,Silver,6.58,5.60,16.79,1.13,15.67,179.821429,Card,CUST00335,36,Male,Habib
TRX000390,2024-01-25,14:06:46,Thursday,January,Necklace,2,Silver,14.05,11.94,35.83,2.47,66.72,458.793970,Card,CUST00232,29,"Prefer not to say",Habib
TRX000391,2024-01-25,19:17:39,Thursday,January,Ring,1,Silver,1.13,0.96,2.89,0.15,2.73,184.375000,Card,CUST00180,35,Male,Joseph
TRX000392,2024-01-25,13:51:10,Thursday,January,Chain,1,Silver,13.82,11.74,35.23,1.55,33.68,186.882453,Cash,CUST00304,32,Male,Olivia
TRX000393,2024-01-25,17:06:54,Thursday,January,Pendant,1,Silver,2.30,1.96,5.87,0.19,5.69,190.306122,Card,CUST00121,35,Female,Chilli
TRX000394,2024-01-25,15:37:20,Thursday,January,Ring,1,Silver,4.29,3.64,10.93,0.42,10.51,188.736264,Card,CUST00428,59,Female,Chilli
TRX000395,2024-01-25,11:34:23,Thursday,January,Necklace,1,Silver,13.44,11.42,34.27,0.81,33.46,192.994746,Card,CUST00287,64,Male,Joseph
TRX000396,2024-01-25,10:02:14,Thursday,January,Bracelet,1,Silver,12.28,10.44,31.32,1.54,29.78,185.249042,Card,CUST00133,41,Male,Chilli
TRX000397,2024-01-25,19:43:35,Thursday,January,Pendant,1,Silver,11.69,9.94,29.81,0.91,28.90,190.744467,Card,CUST00293,48,Female,Habib
TRX000398,2024-01-25,10:45:13,Thursday,January,Earrings,2,"14kt Gold",2.56,109.95,164.92,7.54,314.75,186.266485,Cash,CUST00062,39,Non-binary,Habib
TRX000399,2024-01-25,16:57:24,Thursday,January,Necklace,1,Silver,9.93,8.44,25.33,1.35,23.98,184.123223,Card,CUST00172,49,Female,Olivia
TRX000400,2024-01-26,18:46:59,Friday,January,Bracelet,2,"24kt Gold",4.30,316.41,474.62,28.18,892.88,182.190828,Cash,CUST00420,55,Female,Olivia
TRX000401,2024-01-26,12:57:20,Friday,January,Pendant,1,Silver,11.20,9.52,28.56,1.55,27.01,183.718487,Cash,CUST00129,47,Male,Joseph
TRX000402,2024-01-26,12:59:22,Friday,January,Bracelet,1,Silver,9.52,8.09,24.28,1.09,23.19,186.650185,Card,CUST00434,33,Female,Chilli
TRX000403,2024-01-26,11:30:35,Friday,January,Ring,1,Silver,3.75,3.19,9.57,0.29,9.29,191.222571,Cash,CUST00338,46,Female,Chilli
TRX000404,2024-01-26,14:18:43,Friday,January,Bracelet,1,Silver,21.68,18.43,55.30,3.02,52.28,183.667933,Cash,CUST00263,29,Female,Chilli
TRX000405,2024-01-26,12:05:44,Friday,January,Ring,1,Silver,1.71,1.45,4.36,0.16,4.20,189.655172,Card,CUST00122,41,"Prefer not to say",Habib
TRX000406,2024-01-26,19:45:41,Friday,January,Bracelet,1,Silver,27.74,23.58,70.73,3.16,67.58,186.598813,Card,CUST00015,31,Male,Chilli
TRX000407,2024-01-26,11:39:17,Friday,January,Bracelet,1,Silver,11.94,10.15,30.45,1.53,28.92,184.926108,Card,CUST00404,37,Female,Olivia
TRX000408,2024-01-26,12:13:07,Friday,January,Bracelet,1,Silver,7.98,6.78,20.34,1.57,18.77,176.843658,Card,CUST00354,55,Female,Joseph
TRX000409,2024-01-26,14:55:14,Friday,January,Bracelet,1,Silver,14.84,12.61,37.84,2.04,35.80,183.901665,Card,CUST00185,30,Male,Chilli
TRX000410,2024-01-26,15:52:03,Friday,January,Earrings,1,Silver,1.16,0.99,2.96,0.15,2.81,183.838384,Cash,CUST00338,46,Female,Habib
TRX000411,2024-01-26,11:13:38,Friday,January,Ring,1,Silver,5.03,4.27,12.82,0.82,12.00,181.030445,Cash,CUST00100,64,Non-binary,Olivia
TRX000412,2024-01-26,14:33:55,Friday,January,Bracelet,1,Silver,15.81,13.44,40.31,1.09,39.22,191.815476,Cash,CUST00160,33,Female,Chilli
TRX000413,2024-01-26,11:33:19,Friday,January,Ring,3,Silver,3.71,3.16,9.47,0.58,26.65,743.354430,Cash,CUST00335,36,Male,Olivia
TRX000414,2024-01-26,15:48:11,Friday,January,Ring,1,Silver,5.08,4.32,12.97,0.66,12.30,184.722222,Cash,CUST00250,47,Male,Chilli
TRX000415,2024-01-26,13:13:50,Friday,January,Bracelet,1,Silver,25.62,21.78,65.34,4.12,61.22,181.083563,Card,CUST00225,57,Male,Habib
TRX000416,2024-01-26,16:15:07,Friday,January,Earrings,1,Silver,1.23,1.04,3.13,0.18,2.95,183.653846,Cash,CUST00130,26,Male,Habib
TRX000417,2024-01-26,19:32:14,Friday,January,Pendant,1,Silver,9.32,7.92,23.76,1.69,22.07,178.661616,Card,CUST00032,42,Female,Joseph
TRX000418,2024-01-26,18:10:28,Friday,January,Chain,1,Silver,10.46,8.89,26.68,1.16,25.52,187.064117,Card,CUST00392,54,"Prefer not to say",Chilli
TRX000419,2024-01-26,10:49:32,Friday,January,Ring,2,Silver,2.40,2.04,6.13,0.32,11.61,469.117647,Cash,CUST00094,40,"Prefer not to say",Joseph
TRX000420,2024-01-26,12:37:38,Friday,January,Earrings,1,Silver,2.40,2.04,6.12,0.38,5.74,181.372549,Card,CUST00017,31,"Prefer not to say",Habib
TRX000421,2024-01-26,19:09:22,Friday,January,Necklace,1,Silver,3.24,2.76,8.27,0.23,8.05,191.666667,Card,CUST00429,43,"Prefer not to say",Habib
TRX000422,2024-01-26,11:22:36,Friday,January,Bracelet,1,Silver,25.75,21.89,65.67,3.46,62.21,184.193696,Card,CUST00360,56,"Prefer not to say",Olivia
TRX000423,2024-01-26,12:55:05,Friday,January,Chain,1,Silver,12.07,10.26,30.77,1.67,29.10,183.625731,Cash,CUST00500,44,Non-binary,Joseph
TRX000424,2024-01-26,15:38:36,Friday,January,Chain,1,Silver,25.60,21.76,65.27,4.64,60.63,178.630515,Cash,CUST00354,55,Female,Joseph
TRX000425,2024-01-26,19:05:43,Friday,January,Ring,1,Silver,4.53,3.85,11.54,0.48,11.07,187.532468,Cash,CUST00056,49,Non-binary,Habib
TRX000426,2024-01-26,19:10:39,Friday,January,Chain,1,Silver,10.53,8.95,26.86,1.53,25.33,183.016760,Cash,CUST00237,50,Male,Joseph
TRX000427,2024-01-26,19:51:13,Friday,January,Ring,3,Silver,3.36,2.85,8.56,0.47,24.27,751.578947,Cash,CUST00324,48,"Prefer not to say",Habib
TRX000428,2024-01-26,09:42:29,Friday,January,Chain,1,Silver,11.31,9.61,28.84,1.35,27.48,185.952133,Card,CUST00084,50,Male,Habib
TRX000429,2024-01-26,13:10:44,Friday,January,Earrings,2,Silver,1.93,1.64,4.91,0.31,9.20,460.975610,Card,CUST00444,34,Male,Olivia
TRX000430,2024-01-26,17:08:55,Friday,January,Chain,1,Silver,21.86,18.58,55.73,3.38,52.36,181.808396,Cash,CUST00449,58,Female,Olivia
TRX000431,2024-01-26,11:05:14,Friday,January,Chain,1,Silver,27.78,23.62,70.85,4.06,66.79,182.768840,Cash,CUST00225,57,Male,Olivia
TRX000432,2024-01-26,12:55:28,Friday,January,Chain,1,Silver,13.49,11.47,34.40,1.76,32.64,184.568439,Cash,CUST00440,45,Female,Olivia
TRX000433,2024-01-27,13:01:41,Saturday,January,Chain,1,Silver,28.93,24.59,73.77,3.40,70.37,186.173241,Cash,CUST00269,46,"Prefer not to say",Chilli
TRX000434,2024-01-27,10:45:35,Saturday,January,Pendant,1,Silver,10.02,8.51,25.54,1.36,24.18,184.136310,Cash,CUST00014,44,Female,Olivia
TRX000435,2024-01-27,14:45:36,Saturday,January,Ring,1,Silver,3.39,2.88,8.64,0.38,8.26,186.805556,Card,CUST00258,39,Non-binary,Joseph
TRX000436,2024-01-27,14:01:21,Saturday,January,Bracelet,1,Silver,9.23,7.85,23.55,0.90,22.64,188.407643,Cash,CUST00022,25,Non-binary,Chilli
TRX000437,2024-01-27,12:10:53,Saturday,January,Necklace,1,Silver,14.10,11.99,35.96,1.94,34.02,183.736447,Cash,CUST00291,62,Female,Chilli
TRX000438,2024-01-27,19:16:09,Saturday,January,Ring,1,Silver,1.07,0.91,2.72,0.17,2.55,180.219780,Cash,CUST00335,36,Male,Olivia
TRX000439,2024-01-27,14:26:27,Saturday,January,Ring,1,Silver,6.52,5.55,16.64,0.88,15.75,183.783784,Cash,CUST00446,43,Female,Olivia
TRX000440,2024-01-27,16:32:26,Saturday,January,Bracelet,1,Silver,23.82,20.25,60.75,3.03,57.72,185.037037,Cash,CUST00214,32,Male,Olivia
TRX000441,2024-01-27,18:06:16,Saturday,January,Pendant,1,Silver,2.37,2.01,6.03,0.24,5.80,188.557214,Card,CUST00418,50,Male,Olivia
TRX000442,2024-01-27,14:50:36,Saturday,January,Earrings,1,Silver,2.96,2.52,7.55,0.30,7.26,188.095238,Card,CUST00497,34,"Prefer not to say",Habib
TRX000443,2024-01-27,11:57:25,Saturday,January,Necklace,2,Silver,3.63,3.09,9.26,0.23,18.05,484.142395,Card,CUST00141,52,Male,Joseph
TRX000444,2024-01-27,09:55:34,Saturday,January,Bracelet,2,Silver,17.54,14.91,44.73,1.80,85.86,475.855131,Card,CUST00011,47,Female,Joseph
TRX000445,2024-01-27,15:34:55,Saturday,January,Necklace,1,Silver,11.86,10.08,30.24,0.99,29.25,190.178571,Cash,CUST00182,48,Female,Joseph
TRX000446,2024-01-27,09:24:23,Saturday,January,Chain,1,"24kt Gold",22.69,1670.19,2505.28,191.61,2313.67,38.527353,Cash,CUST00060,48,Non-binary,Joseph
TRX000447,2024-01-29,13:04:38,Monday,January,Ring,1,Silver,1.06,0.90,2.70,0.10,2.60,188.888889,Cash,CUST00477,51,Non-binary,Habib
TRX000448,2024-01-29,10:48:36,Monday,January,Chain,1,Silver,20.22,17.19,51.56,2.52,49.04,185.282141,Card,CUST00365,42,Female,Chilli
TRX000449,2024-01-29,12:44:59,Monday,January,Pendant,1,Silver,5.46,4.64,13.91,0.75,13.17,183.836207,Card,CUST00021,42,Male,Chilli
TRX000450,2024-01-29,13:52:19,Monday,January,Earrings,1,"22kt Gold",2.63,177.30,265.96,9.44,256.52,44.681331,Card,CUST00091,18,Non-binary,Joseph
TRX000451,2024-01-29,10:04:25,Monday,January,Bracelet,1,Silver,20.74,17.63,52.88,1.25,51.63,192.853091,Cash,CUST00423,50,Female,Habib
TRX000452,2024-01-29,17:02:46,Monday,January,Bracelet,1,Silver,13.83,11.75,35.26,1.95,33.31,183.489362,Card,CUST00262,42,Female,Chilli
TRX000453,2024-01-29,19:13:50,Monday,January,Ring,1,Silver,1.35,1.15,3.45,0.23,3.22,180.000000,Card,CUST00436,51,Male,Joseph
TRX000454,2024-01-29,18:37:03,Monday,January,Bracelet,1,Silver,8.18,6.96,20.87,1.08,19.79,184.339080,Cash,CUST00348,37,Non-binary,Chilli
TRX000455,2024-01-29,17:55:33,Monday,January,Earrings,1,Silver,2.99,2.54,7.63,0.35,7.27,186.220472,Cash,CUST00057,35,"Prefer not to say",Habib
TRX000456,2024-01-29,11:31:28,Monday,January,Bracelet,1,Silver,16.97,14.43,43.28,2.41,40.87,183.229383,Cash,CUST00055,39,Non-binary,Olivia
TRX000457,2024-01-29,12:54:00,Monday,January,Ring,1,Silver,4.99,4.24,12.71,0.59,12.12,185.849057,Card,CUST00436,51,Male,Habib
TRX000458,2024-01-29,19:52:13,Monday,January,Necklace,1,Silver,10.67,9.07,27.22,1.15,26.06,187.320838,Card,CUST00287,64,Male,Habib
TRX000459,2024-01-29,09:32:24,Monday,January,Pendant,1,Silver,9.56,8.13,24.38,1.20,23.18,185.116851,Card,CUST00215,48,Female,Joseph
TRX000460,2024-01-29,13:54:37,Monday,January,Pendant,1,Silver,6.92,5.88,17.64,0.96,16.69,183.843537,Cash,CUST00160,33,Female,Joseph
TRX000461,2024-01-29,16:22:18,Monday,January,Bracelet,1,Silver,4.16,3.54,10.61,0.65,9.96,181.355932,Card,CUST00034,33,Male,Habib
TRX000462,2024-01-29,13:43:06,Monday,January,Necklace,3,Silver,3.60,3.06,9.18,0.23,26.85,777.450980,Card,CUST00356,50,Non-binary,Chilli
TRX000463,2024-01-29,13:46:01,Monday,January,Necklace,1,Silver,11.76,10.00,29.99,1.33,28.66,186.600000,Card,CUST00201,45,Female,Olivia
TRX000464,2024-01-29,09:25:52,Monday,January,Chain,1,Silver,25.97,22.07,66.22,4.19,62.03,181.060263,Card,CUST00339,33,Non-binary,Olivia
TRX000465,2024-01-29,16:01:13,Monday,January,Chain,1,Silver,9.40,7.99,23.98,1.41,22.58,182.603254,Cash,CUST00410,35,Non-binary,Olivia
TRX000466,2024-01-29,14:36:19,Monday,January,Ring,1,Silver,2.72,2.31,6.93,0.45,6.48,180.519481,Cash,CUST00291,62,Female,Habib
TRX000467,2024-01-29,18:51:37,Monday,January,Pendant,3,Silver,11.20,9.52,28.56,1.73,80.50,745.588235,Card,CUST00257,52,Male,Joseph
TRX000468,2024-01-29,19:40:29,Monday,January,Pendant,1,Silver,5.63,4.78,14.35,0.77,13.58,184.100418,Card,CUST00309,48,Female,Olivia
TRX000469,2024-01-29,13:48:50,Monday,January,Pendant,1,Silver,5.80,4.93,14.79,0.70,14.09,185.801217,Cash,CUST00141,52,Male,Joseph
TRX000470,2024-01-29,09:50:42,Monday,January,Bracelet,2,Silver,15.34,13.04,39.13,2.28,73.69,465.107362,Cash,CUST00013,24,Non-binary,Habib
TRX000471,2024-01-29,12:42:09,Monday,January,Chain,1,Silver,25.00,21.25,63.76,3.94,59.83,181.552941,Cash,CUST00308,45,Female,Joseph
TRX000472,2024-01-29,18:27:36,Monday,January,Earrings,2,Silver,2.24,1.90,5.71,0.28,10.85,471.052632,Cash,CUST00471,28,Non-binary,Olivia
TRX000473,2024-01-29,15:08:22,Monday,January,Pendant,1,Silver,7.68,6.52,19.57,1.13,18.44,182.822086,Cash,CUST00369,33,Male,Olivia
TRX000474,2024-01-29,09:43:38,Monday,January,Pendant,1,Silver,9.84,8.36,25.09,1.42,23.67,183.133971,Card,CUST00127,54,"Prefer not to say",Chilli
TRX000475,2024-01-29,13:42:30,Monday,January,Pendant,1,Silver,10.57,8.99,26.97,1.03,25.93,188.431591,Card,CUST00015,31,Male,Joseph
TRX000476,2024-01-29,17:53:46,Monday,January,Necklace,1,Silver,5.21,4.43,13.28,0.98,12.30,177.652370,Cash,CUST00412,45,Non-binary,Joseph
TRX000477,2024-01-29,09:48:32,Monday,January,Ring,1,Silver,5.84,4.96,14.88,0.65,14.23,186.895161,Card,CUST00277,50,Male,Olivia
TRX000478,2024-01-29,10:08:06,Monday,January,Necklace,1,Silver,14.08,11.97,35.91,2.03,33.89,183.124478,Card,CUST00192,23,Female,Joseph
TRX000479,2024-01-29,17:50:35,Monday,January,Bracelet,1,Silver,18.51,15.74,47.21,2.43,44.78,184.498094,Cash,CUST00442,47,"Prefer not to say",Chilli
TRX000480,2024-01-29,19:46:53,Monday,January,Necklace,2,Silver,12.46,10.59,31.78,1.50,60.55,471.765817,Cash,CUST00493,40,"Prefer not to say",Olivia
TRX000481,2024-01-30,14:27:07,Tuesday,January,Necklace,3,Silver,3.61,3.07,9.21,0.40,26.43,760.912052,Card,CUST00233,49,Male,Olivia
TRX000482,2024-01-30,16:54:13,Tuesday,January,Necklace,3,Silver,7.26,6.17,18.51,0.81,53.11,760.777958,Cash,CUST00345,25,"Prefer not to say",Chilli
TRX000483,2024-01-30,14:26:41,Tuesday,January,Pendant,3,Silver,3.40,2.89,8.66,0.36,24.90,761.591696,Cash,CUST00066,34,Female,Habib
TRX000484,2024-01-30,16:20:10,Tuesday,January,Pendant,1,"24kt Gold",3.88,285.51,428.26,33.52,394.75,38.261357,Card,CUST00157,51,"Prefer not to say",Joseph
TRX000485,2024-01-30,11:48:43,Tuesday,January,Chain,1,"24kt Gold",29.46,2168.12,3252.18,174.73,3077.45,41.940944,Cash,CUST00121,35,Female,Habib
TRX000486,2024-01-31,19:08:40,Wednesday,January,Ring,3,"22kt Gold",4.12,277.98,416.97,23.08,1181.68,325.095331,Card,CUST00335,36,Male,Chilli
TRX000487,2024-01-31,14:34:34,Wednesday,January,Earrings,2,Silver,1.15,0.97,2.92,0.14,5.57,474.226804,Card,CUST00496,38,"Prefer not to say",Chilli
TRX000488,2024-01-31,18:12:19,Wednesday,January,Necklace,1,Silver,11.57,9.83,29.50,1.46,28.04,185.249237,Card,CUST00255,39,Female,Chilli
TRX000489,2024-01-31,14:31:04,Wednesday,January,Pendant,1,Silver,8.77,7.46,22.37,1.44,20.93,180.563003,Card,CUST00414,37,Female,Joseph
TRX000490,2024-01-31,15:24:10,Wednesday,January,Earrings,1,Silver,2.00,1.70,5.11,0.36,4.75,179.411765,Card,CUST00168,55,Female,Joseph
TRX000491,2024-01-31,15:40:16,Wednesday,January,Earrings,1,Silver,2.52,2.14,6.42,0.22,6.20,189.719626,Cash,CUST00337,45,"Prefer not to say",Olivia
TRX000492,2024-01-31,15:52:30,Wednesday,January,Ring,1,Silver,3.64,3.09,9.28,0.46,8.83,185.760518,Card,CUST00092,27,Non-binary,Joseph
TRX000493,2024-01-31,18:08:44,Wednesday,January,Earrings,1,Silver,2.92,2.48,7.44,0.44,7.00,182.258065,Cash,CUST00323,46,"Prefer not to say",Olivia
TRX000494,2024-01-31,17:26:15,Wednesday,January,Bracelet,1,Silver,10.21,8.67,26.02,0.77,25.26,191.349481,Card,CUST00464,48,Female,Chilli
TRX000495,2024-01-31,17:24:15,Wednesday,January,Bracelet,1,Silver,16.36,13.90,41.71,3.14,38.57,177.482014,Card,CUST00238,41,"Prefer not to say",Joseph
TRX000496,2024-01-31,11:00:05,Wednesday,January,Ring,1,Silver,1.97,1.68,5.03,0.15,4.88,190.476190,Cash,CUST00358,47,"Prefer not to say",Habib
TRX000497,2024-01-31,18:24:41,Wednesday,January,Earrings,1,Silver,1.67,1.42,4.27,0.26,4.01,182.394366,Card,CUST00278,36,Male,Habib
TRX000498,2024-01-31,11:34:03,Wednesday,January,Earrings,1,Silver,1.95,1.65,4.96,0.22,4.75,187.878788,Cash,CUST00235,48,Non-binary,Chilli
TRX000499,2024-01-31,14:41:52,Wednesday,January,Earrings,1,Silver,2.72,2.32,6.95,0.36,6.58,183.620690,Card,CUST00052,60,Non-binary,Habib
TRX000500,2024-01-31,12:28:52,Wednesday,January,Ring,1,Silver,3.51,2.98,8.95,0.36,8.60,188.590604,Card,CUST00464,48,Female,Olivia
TRX000501,2024-01-31,12:50:02,Wednesday,January,Bracelet,1,Silver,7.50,6.38,19.13,0.90,18.23,185.736677,Card,CUST00401,49,Male,Habib
TRX000502,2024-01-31,09:17:23,Wednesday,January,Bracelet,1,Silver,8.73,7.42,22.27,0.60,21.67,192.048518,Card,CUST00458,28,Female,Joseph
TRX000503,2024-01-31,14:18:43,Wednesday,January,Necklace,1,Silver,9.22,7.84,23.51,0.74,22.78,190.561224,Card,CUST00137,48,Non-binary,Olivia
TRX000504,2024-01-31,18:31:29,Wednesday,January,Earrings,1,Silver,2.13,1.81,5.42,0.39,5.03,177.900552,Card,CUST00437,48,Male,Joseph
TRX000505,2024-01-31,16:09:57,Wednesday,January,Bracelet,1,Silver,13.87,11.79,35.36,2.30,33.06,180.407125,Card,CUST00373,39,Female,Joseph
TRX000506,2024-01-31,13:16:22,Wednesday,January,Ring,1,Silver,4.80,4.08,12.23,0.45,11.79,188.970588,Card,CUST00448,45,Female,Chilli
TRX000507,2024-01-31,13:13:40,Wednesday,January,Ring,1,Silver,1.47,1.25,3.75,0.20,3.55,184.000000,Card,CUST00339,33,Non-binary,Chilli
TRX000508,2024-01-31,18:51:43,Wednesday,January,Bracelet,3,Silver,4.38,3.72,11.17,0.58,31.78,754.301075,Card,CUST00405,47,Female,Habib
TRX000509,2024-01-31,14:51:07,Wednesday,January,Ring,1,Silver,2.43,2.07,6.20,0.15,6.04,191.787440,Cash,CUST00067,34,Female,Habib
TRX000510,2024-01-31,09:20:22,Wednesday,January,Chain,1,Silver,9.30,7.91,23.72,1.71,22.01,178.255373,Card,CUST00255,39,Female,Joseph
TRX000511,2024-01-31,09:06:08,Wednesday,January,Necklace,1,Silver,13.70,11.65,34.95,1.47,33.48,187.381974,Card,CUST00346,35,Non-binary,Joseph
TRX000512,2024-01-31,12:50:26,Wednesday,January,Earrings,1,Silver,2.85,2.42,7.27,0.29,6.98,188.429752,Cash,CUST00439,34,"Prefer not to say",Habib
TRX000513,2024-01-31,10:12:21,Wednesday,January,Ring,1,Silver,2.20,1.87,5.62,0.39,5.22,179.144385,Cash,CUST00195,33,Female,Habib
TRX000514,2024-01-31,15:13:02,Wednesday,January,Bracelet,1,Silver,26.05,22.14,66.42,3.68,62.74,183.378500,Card,CUST00360,56,"Prefer not to say",Olivia
TRX000515,2024-01-31,15:03:25,Wednesday,January,Bracelet,1,Silver,20.05,17.04,51.13,1.91,49.22,188.849765,Cash,CUST00349,47,Female,Habib
TRX000516,2024-01-31,14:08:36,Wednesday,January,Earrings,1,Silver,2.93,2.49,7.48,0.51,6.96,179.518072,Card,CUST00010,54,Non-binary,Habib
TRX000517,2024-01-31,16:03:20,Wednesday,January,Bracelet,1,Silver,9.77,8.31,24.92,1.40,23.53,183.152828,Cash,CUST00012,51,Male,Habib
TRX000518,2024-01-31,12:24:35,Wednesday,January,Ring,1,Silver,1.04,0.88,2.65,0.12,2.53,187.500000,Card,CUST00480,47,Male,Habib
TRX000519,2024-01-31,16:48:27,Wednesday,January,Pendant,1,Silver,4.62,3.93,11.79,0.56,11.23,185.750636,Cash,CUST00210,44,Non-binary,Habib
TRX000520,2024-01-31,18:22:40,Wednesday,January,Ring,1,Silver,1.21,1.03,3.08,0.18,2.90,181.553398,Card,CUST00117,47,"Prefer not to say",Olivia
TRX000521,2024-02-01,17:56:07,Thursday,February,Pendant,1,Silver,9.84,8.36,25.09,1.00,24.09,188.157895,Cash,CUST00429,43,"Prefer not to say",Olivia
TRX000522,2024-02-01,15:29:44,Thursday,February,Ring,1,Silver,6.30,5.36,16.07,0.83,15.24,184.328358,Cash,CUST00434,33,Female,Chilli
TRX000523,2024-02-01,13:53:09,Thursday,February,Bracelet,2,Silver,18.55,15.77,47.30,1.35,91.88,482.625238,Card,CUST00414,37,Female,Olivia
TRX000524,2024-02-01,16:43:59,Thursday,February,Pendant,1,Silver,6.19,5.27,15.80,0.71,15.09,186.337761,Cash,CUST00155,42,Female,Olivia
TRX000525,2024-02-01,13:42:44,Thursday,February,Necklace,1,Silver,3.12,2.65,7.95,0.51,7.44,180.754717,Card,CUST00021,42,Male,Olivia
TRX000526,2024-02-01,13:54:33,Thursday,February,Earrings,1,Silver,1.76,1.49,4.48,0.26,4.22,183.221477,Card,CUST00143,38,"Prefer not to say",Olivia
TRX000527,2024-02-01,14:54:51,Thursday,February,Ring,1,Silver,6.14,5.22,15.66,0.54,15.12,189.655172,Card,CUST00374,57,"Prefer not to say",Habib
TRX000528,2024-02-01,16:24:11,Thursday,February,Ring,1,Silver,6.66,5.66,16.97,0.99,15.99,182.508834,Card,CUST00488,31,Female,Habib
TRX000529,2024-02-01,12:59:22,Thursday,February,Necklace,1,Silver,10.10,8.58,25.75,1.70,24.05,180.303030,Card,CUST00499,49,"Prefer not to say",Habib
TRX000530,2024-02-01,11:30:16,Thursday,February,Chain,1,Silver,29.33,24.93,74.78,2.04,72.74,191.776976,Card,CUST00110,18,Female,Habib
TRX000531,2024-02-01,13:29:07,Thursday,February,Bracelet,1,Silver,5.22,4.44,13.32,0.54,12.78,187.837838,Card,CUST00214,32,Male,Habib
TRX000532,2024-02-01,10:36:59,Thursday,February,Ring,1,Silver,6.79,5.77,17.32,0.94,16.38,183.882149,Cash,CUST00300,34,Male,Chilli
TRX000533,2024-02-01,18:34:29,Thursday,February,Ring,3,Silver,3.46,2.94,8.82,0.44,25.14,755.102041,Card,CUST00189,44,Non-binary,Chilli
TRX000534,2024-02-01,14:40:24,Thursday,February,Pendant,1,Silver,5.57,4.74,14.21,0.80,13.41,182.911392,Card,CUST00397,39,"Prefer not to say",Chilli
TRX000535,2024-02-01,13:13:12,Thursday,February,Earrings,1,Silver,1.08,0.92,2.75,0.15,2.61,183.695652,Card,CUST00089,38,Male,Chilli
TRX000536,2024-02-01,14:33:19,Thursday,February,Ring,1,"22kt Gold",4.15,279.66,419.49,16.53,402.96,44.089251,Card,CUST00415,45,Male,Chilli
TRX000537,2024-02-01,10:07:23,Thursday,February,Bracelet,1,Silver,9.65,8.20,24.60,1.29,23.31,184.268293,Card,CUST00208,42,Female,Chilli
TRX000538,2024-02-01,10:06:55,Thursday,February,Chain,2,Silver,23.05,19.59,58.77,2.94,111.66,469.984686,Cash,CUST00360,56,"Prefer not to say",Chilli
TRX000539,2024-02-01,18:23:29,Thursday,February,Earrings,1,Silver,1.88,1.59,4.78,0.25,4.53,184.905660,Cash,CUST00484,34,Non-binary,Olivia
TRX000540,2024-02-01,16:44:06,Thursday,February,Necklace,1,Silver,9.59,8.15,24.44,1.39,23.05,182.822086,Cash,CUST00082,38,Non-binary,Olivia
TRX000541,2024-02-01,15:49:31,Thursday,February,Chain,1,"24kt Gold",21.48,1580.74,2371.11,105.55,2265.56,43.322748,Cash,CUST00034,33,Male,Olivia
TRX000542,2024-02-01,14:58:40,Thursday,February,Bracelet,1,Silver,16.90,14.37,43.10,1.15,41.96,191.997216,Card,CUST00129,47,Male,Habib
TRX000543,2024-02-01,09:33:47,Thursday,February,Chain,3,Silver,23.61,20.07,60.21,3.23,170.93,751.669158,Card,CUST00107,52,Female,Habib
